Record_ID,Chamber_ID,Chamber_Name,Region,Wheel_Disk,Station_Ring,Sector,Position,DPID_Change_Date_FROM,DPID_Change_Date_TO,HV DPID,GAS DPID1,GAS DPID2,Roll_ID1,Roll_ID2,Roll_ID3,TEMPERATURE_ID,FOS_ID 
1276,448543,RE+3/2/04,Endcap,3,2,4,,03-NOV-14 11.56.03.907000000 AM,,142868,117867,117868,,,,143381,231520
1277,448544,RE+3/2/05,Endcap,3,2,5,,03-NOV-14 11.56.03.907000000 AM,,142869,117867,117868,,,,143382,231521
1278,448545,RE+3/2/06,Endcap,3,2,6,,03-NOV-14 11.56.03.907000000 AM,,142865,117867,117868,,,,143382,231522
1279,448546,RE+3/2/07,Endcap,3,2,7,,03-NOV-14 11.56.03.907000000 AM,,216669,117869,117870,,,,143382,231523
1280,448547,RE+3/2/08,Endcap,3,2,8,,03-NOV-14 11.56.03.907000000 AM,,142866,117869,117870,,,,143382,231524
1281,448548,RE+3/2/09,Endcap,3,2,9,,03-NOV-14 11.56.03.907000000 AM,,142863,117869,117870,,,,143382,231525
1282,448549,RE+3/2/10,Endcap,3,2,10,,03-NOV-14 11.56.03.907000000 AM,,142858,117871,117872,,,,143382,231526
1283,448550,RE+3/2/11,Endcap,3,2,11,,03-NOV-14 11.56.03.907000000 AM,,142917,117871,117872,,,,143383,231527
1284,448551,RE+3/2/12,Endcap,3,2,12,,03-NOV-14 11.56.03.907000000 AM,,142936,117871,117872,,,,143383,231528
1285,448552,RE+3/2/13,Endcap,3,2,13,,03-NOV-14 11.56.03.907000000 AM,,142931,117873,117874,,,,143383,231529
1286,448553,RE+3/2/14,Endcap,3,2,14,,03-NOV-14 11.56.03.907000000 AM,,142915,117873,117874,,,,143383,231530
1287,448554,RE+3/2/15,Endcap,3,2,15,,03-NOV-14 11.56.03.907000000 AM,,142933,117873,117874,,,,143383,231531
1288,448555,RE+3/2/16,Endcap,3,2,16,,03-NOV-14 11.56.03.907000000 AM,,142917,117875,117876,,,,143383,231532
1289,448556,RE+3/2/17,Endcap,3,2,17,,03-NOV-14 11.56.03.907000000 AM,,142926,117875,117876,,,,143384,231533
1290,448557,RE+3/2/18,Endcap,3,2,18,,03-NOV-14 11.56.03.907000000 AM,,142914,117875,117876,,,,143384,231534
1291,448558,RE+3/2/19,Endcap,3,2,19,,03-NOV-14 11.56.03.907000000 AM,,142921,117877,117878,,,,143384,231535
1292,448559,RE+3/2/20,Endcap,3,2,20,,03-NOV-14 11.56.03.907000000 AM,,142919,117877,117878,,,,143384,231536
1293,448560,RE+3/2/21,Endcap,3,2,21,,03-NOV-14 11.56.03.907000000 AM,,142934,117877,117878,,,,143384,231537
1294,448561,RE+3/2/22,Endcap,3,2,22,,03-NOV-14 11.56.03.907000000 AM,,142920,117879,117880,,,,143384,231538
1295,448562,RE+3/2/23,Endcap,3,2,23,,03-NOV-14 11.56.03.907000000 AM,,142918,117879,117880,,,,143385,231539
1296,448563,RE+3/2/24,Endcap,3,2,24,,03-NOV-14 11.56.03.907000000 AM,,142915,117879,117880,,,,143385,231540
1297,448564,RE+3/2/25,Endcap,3,2,25,,03-NOV-14 11.56.03.907000000 AM,,142919,117881,117882,,,,143385,231541
1298,448565,RE+3/2/26,Endcap,3,2,26,,03-NOV-14 11.56.03.907000000 AM,,142922,117881,117882,,,,143385,231542
1299,448566,RE+3/2/27,Endcap,3,2,27,,03-NOV-14 11.56.03.907000000 AM,,142927,117881,117882,,,,143385,231543
1300,448567,RE+3/2/28,Endcap,3,2,28,,03-NOV-14 11.56.03.907000000 AM,,142928,117883,117884,,,,143385,231544
1301,448568,RE+3/2/29,Endcap,3,2,29,,03-NOV-14 11.56.03.907000000 AM,,142876,117883,117884,,,,143386,231545
1302,448569,RE+3/2/30,Endcap,3,2,30,,03-NOV-14 11.56.03.907000000 AM,,142877,117883,117884,,,,143386,231546
1303,448570,RE+3/2/31,Endcap,3,2,31,,03-NOV-14 11.56.03.907000000 AM,,142863,117885,117886,,,,143386,231547
1304,448571,RE+3/2/32,Endcap,3,2,32,,03-NOV-14 11.56.03.907000000 AM,,142868,117885,117886,,,,143386,231548
1305,448572,RE+3/2/33,Endcap,3,2,33,,03-NOV-14 11.56.03.907000000 AM,,216670,117885,117886,,,,143386,231549
1306,448573,RE+3/2/34,Endcap,3,2,34,,03-NOV-14 11.56.03.907000000 AM,,142870,117887,117888,,,,143386,231550
1307,448574,RE+3/2/35,Endcap,3,2,35,,03-NOV-14 11.56.03.907000000 AM,,142861,117887,117888,,,,143381,231551
1308,448575,RE+3/2/36,Endcap,3,2,36,,03-NOV-14 11.56.03.907000000 AM,,142877,117887,117888,,,,143381,231552
1309,448576,RE+3/3/01,Endcap,3,3,1,,03-NOV-14 11.56.03.907000000 AM,,142869,117865,117866,,,,143387,231553
1310,448577,RE+3/3/02,Endcap,3,3,2,,03-NOV-14 11.56.03.907000000 AM,,142874,117865,117866,,,,143387,231554
1311,448578,RE+3/3/03,Endcap,3,3,3,,03-NOV-14 11.56.03.907000000 AM,,142867,117865,117866,,,,143387,231555
1312,448579,RE+3/3/04,Endcap,3,3,4,,03-NOV-14 11.56.03.907000000 AM,,142862,117867,117868,,,,143387,231556
1313,448580,RE+3/3/05,Endcap,3,3,5,,03-NOV-14 11.56.03.907000000 AM,,142873,117867,117868,,,,143388,231557
1314,448581,RE+3/3/06,Endcap,3,3,6,,03-NOV-14 11.56.03.907000000 AM,,142872,117867,117868,,,,143388,231558
1315,448582,RE+3/3/07,Endcap,3,3,7,,03-NOV-14 11.56.03.907000000 AM,,142865,117869,117870,,,,143388,231559
1316,448583,RE+3/3/08,Endcap,3,3,8,,03-NOV-14 11.56.03.907000000 AM,,216667,117869,117870,,,,143388,231560
1317,448584,RE+3/3/09,Endcap,3,3,9,,03-NOV-14 11.56.03.907000000 AM,,142872,117869,117870,,,,143388,231561
1318,448585,RE+3/3/10,Endcap,3,3,10,,03-NOV-14 11.56.03.907000000 AM,,142860,117871,117872,,,,143388,231562
1319,448586,RE+3/3/11,Endcap,3,3,11,,03-NOV-14 11.56.03.907000000 AM,,142938,117871,117872,,,,143389,231563
1320,448587,RE+3/3/12,Endcap,3,3,12,,03-NOV-14 11.56.03.907000000 AM,,142941,117871,117872,,,,143389,231564
1321,448588,RE+3/3/13,Endcap,3,3,13,,03-NOV-14 11.56.03.907000000 AM,,142942,117873,117874,,,,143389,231565
1322,448589,RE+3/3/14,Endcap,3,3,14,,03-NOV-14 11.56.03.907000000 AM,,142938,117873,117874,,,,143389,231566
1323,448590,RE+3/3/15,Endcap,3,3,15,,03-NOV-14 11.56.03.907000000 AM,,142933,117873,117874,,,,143389,231567
1324,448591,RE+3/3/16,Endcap,3,3,16,,03-NOV-14 11.56.03.907000000 AM,,142929,117875,117876,,,,143389,231568
1325,448592,RE+3/3/17,Endcap,3,3,17,,03-NOV-14 11.56.03.907000000 AM,,142927,117875,117876,,,,143390,231569
1326,448593,RE+3/3/18,Endcap,3,3,18,,03-NOV-14 11.56.03.907000000 AM,,142925,117875,117876,,,,143390,231570
1327,448594,RE+3/3/19,Endcap,3,3,19,,03-NOV-14 11.56.03.907000000 AM,,142921,117877,117878,,,,143390,231571
1328,448595,RE+3/3/20,Endcap,3,3,20,,03-NOV-14 11.56.03.907000000 AM,,142925,117877,117878,,,,143390,231572
1329,448596,RE+3/3/21,Endcap,3,3,21,,03-NOV-14 11.56.03.907000000 AM,,142935,117877,117878,,,,143390,231573
1330,448597,RE+3/3/22,Endcap,3,3,22,,03-NOV-14 11.56.03.907000000 AM,,142929,117879,117880,,,,143390,231574
1331,448598,RE+3/3/23,Endcap,3,3,23,,03-NOV-14 11.56.03.907000000 AM,,142920,117879,117880,,,,143391,231575
1332,448599,RE+3/3/24,Endcap,3,3,24,,03-NOV-14 11.56.03.907000000 AM,,142913,117879,117880,,,,143391,231576
1333,448600,RE+3/3/25,Endcap,3,3,25,,03-NOV-14 11.56.03.907000000 AM,,142914,117881,117882,,,,143391,231577
1334,448601,RE+3/3/26,Endcap,3,3,26,,03-NOV-14 11.56.03.907000000 AM,,142928,117881,117882,,,,143391,231578
1335,448602,RE+3/3/27,Endcap,3,3,27,,03-NOV-14 11.56.03.907000000 AM,,142924,117881,117882,,,,143391,231579
1336,448603,RE+3/3/28,Endcap,3,3,28,,03-NOV-14 11.56.03.907000000 AM,,142918,117883,117884,,,,143391,231580
1337,448604,RE+3/3/29,Endcap,3,3,29,,03-NOV-14 11.56.03.907000000 AM,,142870,117883,117884,,,,143392,231581
1338,448605,RE+3/3/30,Endcap,3,3,30,,03-NOV-14 11.56.03.907000000 AM,,142854,117883,117884,,,,143392,231582
1339,448606,RE+3/3/31,Endcap,3,3,31,,03-NOV-14 11.56.03.907000000 AM,,142874,117885,117886,,,,143392,231583
1340,448607,RE+3/3/32,Endcap,3,3,32,,03-NOV-14 11.56.03.907000000 AM,,142859,117885,117886,,,,143392,231584
1341,448608,RE+3/3/33,Endcap,3,3,33,,03-NOV-14 11.56.03.907000000 AM,,142875,117885,117886,,,,143392,231585
1342,448609,RE+3/3/34,Endcap,3,3,34,,03-NOV-14 11.56.03.907000000 AM,,142873,117887,117888,,,,143392,231586
1343,448610,RE+3/3/35,Endcap,3,3,35,,03-NOV-14 11.56.03.907000000 AM,,142876,117887,117888,,,,143387,231587
1344,448611,RE+3/3/36,Endcap,3,3,36,,03-NOV-14 11.56.03.907000000 AM,,142875,117887,117888,,,,143387,231588
1345,448325,RE-1/2/01,Endcap,-1,2,1,,03-NOV-14 11.56.03.907000000 AM,,142950,117755,117756,,,,143724,
1346,448326,RE-1/2/02,Endcap,-1,2,2,,03-NOV-14 11.56.03.907000000 AM,,142966,117755,117756,,,,143724,
1347,448327,RE-1/2/03,Endcap,-1,2,3,,03-NOV-14 11.56.03.907000000 AM,,142963,117755,117756,,,,143724,
1348,448328,RE-1/2/04,Endcap,-1,2,4,,03-NOV-14 11.56.03.907000000 AM,,142957,117755,117756,,,,143724,
1349,448329,RE-1/2/05,Endcap,-1,2,5,,03-NOV-14 11.56.03.907000000 AM,,142955,117755,117756,,,,143725,
1350,448330,RE-1/2/06,Endcap,-1,2,6,,03-NOV-14 11.56.03.907000000 AM,,142960,117745,117746,,,,143725,
1351,448331,RE-1/2/07,Endcap,-1,2,7,,03-NOV-14 11.56.03.907000000 AM,,142956,117745,117746,,,,143725,
1352,448332,RE-1/2/08,Endcap,-1,2,8,,03-NOV-14 11.56.03.907000000 AM,,142955,117745,117746,,,,143725,
1353,448333,RE-1/2/09,Endcap,-1,2,9,,03-NOV-14 11.56.03.907000000 AM,,142956,117745,117746,,,,143725,
1354,448334,RE-1/2/10,Endcap,-1,2,10,,03-NOV-14 11.56.03.907000000 AM,,142973,117745,117746,,,,143725,
1355,448335,RE-1/2/11,Endcap,-1,2,11,,03-NOV-14 11.56.03.907000000 AM,,143015,117745,117746,,,,143726,
1356,448336,RE-1/2/12,Endcap,-1,2,12,,03-NOV-14 11.56.03.907000000 AM,,143016,117747,117748,,,,143726,
1357,448337,RE-1/2/13,Endcap,-1,2,13,,03-NOV-14 11.56.03.907000000 AM,,143015,117747,117748,,,,143726,
1358,448338,RE-1/2/14,Endcap,-1,2,14,,03-NOV-14 11.56.03.907000000 AM,,143017,117747,117748,,,,143726,
1359,448339,RE-1/2/15,Endcap,-1,2,15,,03-NOV-14 11.56.03.907000000 AM,,143014,117747,117748,,,,143726,
1360,448340,RE-1/2/16,Endcap,-1,2,16,,03-NOV-14 11.56.03.907000000 AM,,143032,117747,117748,,,,143726,
1361,448341,RE-1/2/17,Endcap,-1,2,17,,03-NOV-14 11.56.03.907000000 AM,,143014,117747,117748,,,,143727,
1362,448342,RE-1/2/18,Endcap,-1,2,18,,03-NOV-14 11.56.03.907000000 AM,,216701,117749,117750,,,,143727,
1363,448343,RE-1/2/19,Endcap,-1,2,19,,03-NOV-14 11.56.03.907000000 AM,,143021,117749,117750,,,,143727,
1364,448344,RE-1/2/20,Endcap,-1,2,20,,03-NOV-14 11.56.03.907000000 AM,,143021,117749,117750,,,,143727,
1365,448345,RE-1/2/21,Endcap,-1,2,21,,03-NOV-14 11.56.03.907000000 AM,,143040,117749,117750,,,,143727,
1366,448346,RE-1/2/22,Endcap,-1,2,22,,03-NOV-14 11.56.03.907000000 AM,,143017,117749,117750,,,,143727,
1367,448347,RE-1/2/23,Endcap,-1,2,23,,03-NOV-14 11.56.03.907000000 AM,,143042,117749,117750,,,,143728,
1368,448348,RE-1/2/24,Endcap,-1,2,24,,03-NOV-14 11.56.03.907000000 AM,,143043,117751,117752,,,,143728,
1369,448349,RE-1/2/25,Endcap,-1,2,25,,03-NOV-14 11.56.03.907000000 AM,,143022,117751,117752,,,,143728,
1370,448350,RE-1/2/26,Endcap,-1,2,26,,03-NOV-14 11.56.03.907000000 AM,,143039,117751,117752,,,,143728,
1371,448351,RE-1/2/27,Endcap,-1,2,27,,03-NOV-14 11.56.03.907000000 AM,,143042,117751,117752,,,,143728,
1372,448352,RE-1/2/28,Endcap,-1,2,28,,03-NOV-14 11.56.03.907000000 AM,,143035,117751,117752,,,,143728,
1373,448353,RE-1/2/29,Endcap,-1,2,29,,03-NOV-14 11.56.03.907000000 AM,,142958,117751,117752,,,,143729,
1374,448354,RE-1/2/30,Endcap,-1,2,30,,03-NOV-14 11.56.03.907000000 AM,,142957,117753,117754,,,,143729,
1375,448355,RE-1/2/31,Endcap,-1,2,31,,03-NOV-14 11.56.03.907000000 AM,,142964,117753,117754,,,,143729,
1376,448356,RE-1/2/32,Endcap,-1,2,32,,03-NOV-14 11.56.03.907000000 AM,,142953,117753,117754,,,,143729,
1377,448357,RE-1/2/33,Endcap,-1,2,33,,03-NOV-14 11.56.03.907000000 AM,,142967,117753,117754,,,,143729,
1378,448358,RE-1/2/34,Endcap,-1,2,34,,03-NOV-14 11.56.03.907000000 AM,,142974,117753,117754,,,,143729,
1379,448359,RE-1/2/35,Endcap,-1,2,35,,03-NOV-14 11.56.03.907000000 AM,,142953,117753,117754,,,,143724,
1380,448360,RE-1/2/36,Endcap,-1,2,36,,03-NOV-14 11.56.03.907000000 AM,,142951,117755,117756,,,,143724,
1381,448361,RE-1/3/01,Endcap,-1,3,1,,03-NOV-14 11.56.03.907000000 AM,,142966,117767,117768,,,,143730,
1382,448362,RE-1/3/02,Endcap,-1,3,2,,03-NOV-14 11.56.03.907000000 AM,,142959,117767,117768,,,,143730,
1383,448363,RE-1/3/03,Endcap,-1,3,3,,03-NOV-14 11.56.03.907000000 AM,,142952,117767,117768,,,,143730,
1384,448364,RE-1/3/04,Endcap,-1,3,4,,03-NOV-14 11.56.03.907000000 AM,,216689,117767,117768,,,,143730,
1385,448365,RE-1/3/05,Endcap,-1,3,5,,03-NOV-14 11.56.03.907000000 AM,,142952,117767,117768,,,,143731,
1386,448366,RE-1/3/06,Endcap,-1,3,6,,03-NOV-14 11.56.03.907000000 AM,,142951,117757,117758,,,,143731,
1387,448367,RE-1/3/07,Endcap,-1,3,7,,03-NOV-14 11.56.03.907000000 AM,,142972,117757,117758,,,,143731,
1388,448368,RE-1/3/08,Endcap,-1,3,8,,03-NOV-14 11.56.03.907000000 AM,,142965,117757,117758,,,,143731,
1389,448369,RE-1/3/09,Endcap,-1,3,9,,03-NOV-14 11.56.03.907000000 AM,,142972,117757,117758,,,,143731,
1390,448370,RE-1/3/10,Endcap,-1,3,10,,03-NOV-14 11.56.03.907000000 AM,,216689,117757,117758,,,,143731,
1391,448371,RE-1/3/11,Endcap,-1,3,11,,03-NOV-14 11.56.03.907000000 AM,,143036,117757,117758,,,,143732,
1392,448372,RE-1/3/12,Endcap,-1,3,12,,03-NOV-14 11.56.03.907000000 AM,,143035,117759,117760,,,,143732,
1393,448373,RE-1/3/13,Endcap,-1,3,13,,03-NOV-14 11.56.03.907000000 AM,,143040,117759,117760,,,,143732,
1394,448374,RE-1/3/14,Endcap,-1,3,14,,03-NOV-14 11.56.03.907000000 AM,,143028,117759,117760,,,,143732,
1395,448375,RE-1/3/15,Endcap,-1,3,15,,03-NOV-14 11.56.03.907000000 AM,,143026,117759,117760,,,,143732,
1396,448376,RE-1/3/16,Endcap,-1,3,16,,03-NOV-14 11.56.03.907000000 AM,,143024,117759,117760,,,,143732,
1397,448377,RE-1/3/17,Endcap,-1,3,17,,03-NOV-14 11.56.03.907000000 AM,,143037,117759,117760,,,,143733,
1398,448378,RE-1/3/18,Endcap,-1,3,18,,03-NOV-14 11.56.03.907000000 AM,,143025,117761,117762,,,,143733,
1399,448379,RE-1/3/19,Endcap,-1,3,19,,03-NOV-14 11.56.03.907000000 AM,,143038,117761,117762,,,,143733,
1400,448380,RE-1/3/20,Endcap,-1,3,20,,03-NOV-14 11.56.03.907000000 AM,,143043,117761,117762,,,,143733,
1401,448381,RE-1/3/21,Endcap,-1,3,21,,03-NOV-14 11.56.03.907000000 AM,,143019,117761,117762,,,,143733,
1402,448382,RE-1/3/22,Endcap,-1,3,22,,03-NOV-14 11.56.03.907000000 AM,,143037,117761,117762,,,,143733,
1403,448383,RE-1/3/23,Endcap,-1,3,23,,03-NOV-14 11.56.03.907000000 AM,,143044,117761,117762,,,,143734,
1404,448384,RE-1/3/24,Endcap,-1,3,24,,03-NOV-14 11.56.03.907000000 AM,,143018,117763,117764,,,,143734,
1405,448385,RE-1/3/25,Endcap,-1,3,25,,03-NOV-14 11.56.03.907000000 AM,,143023,117763,117764,,,,143734,
1406,448386,RE-1/3/26,Endcap,-1,3,26,,03-NOV-14 11.56.03.907000000 AM,,143023,117763,117764,,,,143734,
1407,448387,RE-1/3/27,Endcap,-1,3,27,,03-NOV-14 11.56.03.907000000 AM,,143026,117763,117764,,,,143734,
1408,448388,RE-1/3/28,Endcap,-1,3,28,,03-NOV-14 11.56.03.907000000 AM,,143044,117763,117764,,,,143734,
1409,448389,RE-1/3/29,Endcap,-1,3,29,,03-NOV-14 11.56.03.907000000 AM,,142976,117763,117764,,,,143735,
1410,448390,RE-1/3/30,Endcap,-1,3,30,,03-NOV-14 11.56.03.907000000 AM,,142977,117765,117766,,,,143735,
1411,448391,RE-1/3/31,Endcap,-1,3,31,,03-NOV-14 11.56.03.907000000 AM,,142948,117765,117766,,,,143735,
1412,448392,RE-1/3/32,Endcap,-1,3,32,,03-NOV-14 11.56.03.907000000 AM,,142977,117765,117766,,,,143735,
1413,448393,RE-1/3/33,Endcap,-1,3,33,,03-NOV-14 11.56.03.907000000 AM,,142969,117765,117766,,,,143735,
1414,448394,RE-1/3/34,Endcap,-1,3,34,,03-NOV-14 11.56.03.907000000 AM,,142973,117765,117766,,,,143735,
1415,448395,RE-1/3/35,Endcap,-1,3,35,,03-NOV-14 11.56.03.907000000 AM,,142976,117765,117766,,,,143730,
1416,448396,RE-1/3/36,Endcap,-1,3,36,,03-NOV-14 11.56.03.907000000 AM,,142978,117767,117768,,,,143730,
1417,448253,RE-2/2/01,Endcap,-2,2,1,,03-NOV-14 11.56.03.907000000 AM,,142960,117791,117792,,,,143736,231229
1418,448254,RE-2/2/02,Endcap,-2,2,2,,03-NOV-14 11.56.03.907000000 AM,,142963,117791,117792,,,,143736,231230
1419,448255,RE-2/2/03,Endcap,-2,2,3,,03-NOV-14 11.56.03.907000000 AM,,142959,117769,117770,,,,143736,231231
1420,448256,RE-2/2/04,Endcap,-2,2,4,,03-NOV-14 11.56.03.907000000 AM,,142950,117769,117770,,,,143736,231232
1421,448257,RE-2/2/05,Endcap,-2,2,5,,03-NOV-14 11.56.03.907000000 AM,,142970,117769,117770,,,,143737,231233
1422,448258,RE-2/2/06,Endcap,-2,2,6,,03-NOV-14 11.56.03.907000000 AM,,142965,117771,117772,,,,143737,231234
1423,448259,RE-2/2/07,Endcap,-2,2,7,,03-NOV-14 11.56.03.907000000 AM,,142964,117771,117772,,,,143737,231235
1424,448260,RE-2/2/08,Endcap,-2,2,8,,03-NOV-14 11.56.03.907000000 AM,,142958,117771,117772,,,,143737,231236
1425,448261,RE-2/2/09,Endcap,-2,2,9,,03-NOV-14 11.56.03.907000000 AM,,142970,117773,117774,,,,143737,231237
1426,448262,RE-2/2/10,Endcap,-2,2,10,,03-NOV-14 11.56.03.907000000 AM,,142981,117773,117774,,,,143737,231238
1427,448263,RE-2/2/11,Endcap,-2,2,11,,03-NOV-14 11.56.03.907000000 AM,,216701,117773,117774,,,,143738,231239
1428,448264,RE-2/2/12,Endcap,-2,2,12,,03-NOV-14 11.56.03.907000000 AM,,143016,117775,117776,,,,143738,231240
1429,448265,RE-2/2/13,Endcap,-2,2,13,,03-NOV-14 11.56.03.907000000 AM,,143022,117775,117776,,,,143738,231241
1430,448266,RE-2/2/14,Endcap,-2,2,14,,03-NOV-14 11.56.03.907000000 AM,,143033,117775,117776,,,,143738,231242
1431,448267,RE-2/2/15,Endcap,-2,2,15,,03-NOV-14 11.56.03.907000000 AM,,143038,117777,117778,,,,143738,231243
1432,448268,RE-2/2/16,Endcap,-2,2,16,,03-NOV-14 11.56.03.907000000 AM,,143031,117777,117778,,,,143738,231244
1433,448269,RE-2/2/17,Endcap,-2,2,17,,03-NOV-14 11.56.03.907000000 AM,,143030,117777,117778,,,,143739,231245
1434,448270,RE-2/2/18,Endcap,-2,2,18,,03-NOV-14 11.56.03.907000000 AM,,143033,117779,117780,,,,143739,231246
1435,448271,RE-2/2/19,Endcap,-2,2,19,,03-NOV-14 11.56.03.907000000 AM,,143032,117779,117780,,,,143739,231247
1436,448272,RE-2/2/20,Endcap,-2,2,20,,03-NOV-14 11.56.03.907000000 AM,,143066,117779,117780,,,,143739,231248
1437,448273,RE-2/2/21,Endcap,-2,2,21,,03-NOV-14 11.56.03.907000000 AM,,143052,117781,117782,,,,143739,231249
1438,448274,RE-2/2/22,Endcap,-2,2,22,,03-NOV-14 11.56.03.907000000 AM,,143052,117781,117782,,,,143739,231250
1439,448275,RE-2/2/23,Endcap,-2,2,23,,03-NOV-14 11.56.03.907000000 AM,,143054,117781,117782,,,,143740,231251
1440,448276,RE-2/2/24,Endcap,-2,2,24,,03-NOV-14 11.56.03.907000000 AM,,143054,117783,117784,,,,143740,231252
1441,448277,RE-2/2/25,Endcap,-2,2,25,,03-NOV-14 11.56.03.907000000 AM,,143057,117783,117784,,,,143740,231253
1442,448278,RE-2/2/26,Endcap,-2,2,26,,03-NOV-14 11.56.03.907000000 AM,,143053,117783,117784,,,,143740,231254
1443,448279,RE-2/2/27,Endcap,-2,2,27,,03-NOV-14 11.56.03.907000000 AM,,143053,117785,117786,,,,143740,231255
1444,448280,RE-2/2/28,Endcap,-2,2,28,,03-NOV-14 11.56.03.907000000 AM,,143059,117785,117786,,,,143740,231256
1445,448281,RE-2/2/29,Endcap,-2,2,29,,03-NOV-14 11.56.03.907000000 AM,,142979,117785,117786,,,,143741,231257
1446,448282,RE-2/2/30,Endcap,-2,2,30,,03-NOV-14 11.56.03.907000000 AM,,142983,117787,117788,,,,143741,231258
1447,448283,RE-2/2/31,Endcap,-2,2,31,,03-NOV-14 11.56.03.907000000 AM,,142991,117787,117788,,,,143741,231259
1448,448284,RE-2/2/32,Endcap,-2,2,32,,03-NOV-14 11.56.03.907000000 AM,,142990,117787,117788,,,,143741,231260
1449,448285,RE-2/2/33,Endcap,-2,2,33,,03-NOV-14 11.56.03.907000000 AM,,142979,117789,117790,,,,143741,231261
1450,448286,RE-2/2/34,Endcap,-2,2,34,,03-NOV-14 11.56.03.907000000 AM,,142983,117789,117790,,,,143741,231262
1451,448287,RE-2/2/35,Endcap,-2,2,35,,03-NOV-14 11.56.03.907000000 AM,,142992,117789,117790,,,,143736,231263
1452,448288,RE-2/2/36,Endcap,-2,2,36,,03-NOV-14 11.56.03.907000000 AM,,142981,117791,117792,,,,143736,231264
1453,448289,RE-2/3/01,Endcap,-2,3,1,,03-NOV-14 11.56.03.907000000 AM,,142962,117791,117792,,,,143742,231265
1454,448290,RE-2/3/02,Endcap,-2,3,2,,03-NOV-14 11.56.03.907000000 AM,,142962,117791,117792,,,,143742,231266
1455,448291,RE-2/3/03,Endcap,-2,3,3,,03-NOV-14 11.56.03.907000000 AM,,142978,117769,117770,,,,143742,231267
1456,448292,RE-2/3/04,Endcap,-2,3,4,,03-NOV-14 11.56.03.907000000 AM,,142949,117769,117770,,,,143742,231268
1457,448293,RE-2/3/05,Endcap,-2,3,5,,03-NOV-14 11.56.03.907000000 AM,,142971,117769,117770,,,,143743,231269
1458,448294,RE-2/3/06,Endcap,-2,3,6,,03-NOV-14 11.56.03.907000000 AM,,142969,117771,117772,,,,143743,231270
1459,448295,RE-2/3/07,Endcap,-2,3,7,,03-NOV-14 11.56.03.907000000 AM,,142967,117771,117772,,,,143743,231271
1460,448296,RE-2/3/08,Endcap,-2,3,8,,03-NOV-14 11.56.03.907000000 AM,,142974,117771,117772,,,,143743,231272
1461,448297,RE-2/3/09,Endcap,-2,3,9,,03-NOV-14 11.56.03.907000000 AM,,142971,117773,117774,,,,143743,231273
1462,448298,RE-2/3/10,Endcap,-2,3,10,,03-NOV-14 11.56.03.907000000 AM,,142984,117773,117774,,,,143743,231274
1463,448299,RE-2/3/11,Endcap,-2,3,11,,03-NOV-14 11.56.03.907000000 AM,,143030,117773,117774,,,,143744,231275
1464,448300,RE-2/3/12,Endcap,-2,3,12,,03-NOV-14 11.56.03.907000000 AM,,143018,117775,117776,,,,143744,231276
1465,448301,RE-2/3/13,Endcap,-2,3,13,,03-NOV-14 11.56.03.907000000 AM,,143039,117775,117776,,,,143744,231277
1466,448302,RE-2/3/14,Endcap,-2,3,14,,03-NOV-14 11.56.03.907000000 AM,,143028,117775,117776,,,,143744,231278
1467,448303,RE-2/3/15,Endcap,-2,3,15,,03-NOV-14 11.56.03.907000000 AM,,143029,117777,117778,,,,143744,231279
1468,448304,RE-2/3/16,Endcap,-2,3,16,,03-NOV-14 11.56.03.907000000 AM,,143025,117777,117778,,,,143744,231280
1469,448305,RE-2/3/17,Endcap,-2,3,17,,03-NOV-14 11.56.03.907000000 AM,,143031,117777,117778,,,,143745,231281
1470,448306,RE-2/3/18,Endcap,-2,3,18,,03-NOV-14 11.56.03.907000000 AM,,143029,117779,117780,,,,143745,231282
1471,448307,RE-2/3/19,Endcap,-2,3,19,,03-NOV-14 11.56.03.907000000 AM,,143019,117779,117780,,,,143745,231283
1472,448308,RE-2/3/20,Endcap,-2,3,20,,03-NOV-14 11.56.03.907000000 AM,,143068,117779,117780,,,,143745,231284
1473,448309,RE-2/3/21,Endcap,-2,3,21,,03-NOV-14 11.56.03.907000000 AM,,143047,117781,117782,,,,143745,231285
1474,448310,RE-2/3/22,Endcap,-2,3,22,,03-NOV-14 11.56.03.907000000 AM,,143050,117781,117782,,,,143745,231286
1475,448311,RE-2/3/23,Endcap,-2,3,23,,03-NOV-14 11.56.03.907000000 AM,,143056,117781,117782,,,,143746,231287
1476,448312,RE-2/3/24,Endcap,-2,3,24,,03-NOV-14 11.56.03.907000000 AM,,143051,117783,117784,,,,143746,231288
1477,448313,RE-2/3/25,Endcap,-2,3,25,,03-NOV-14 11.56.03.907000000 AM,,143049,117783,117784,,,,143746,231289
1478,448314,RE-2/3/26,Endcap,-2,3,26,,03-NOV-14 11.56.03.907000000 AM,,143049,117783,117784,,,,143746,231290
1479,448315,RE-2/3/27,Endcap,-2,3,27,,03-NOV-14 11.56.03.907000000 AM,,143047,117785,117786,,,,143746,231291
1480,448316,RE-2/3/28,Endcap,-2,3,28,,03-NOV-14 11.56.03.907000000 AM,,143065,117785,117786,,,,143746,231292
1481,448317,RE-2/3/29,Endcap,-2,3,29,,03-NOV-14 11.56.03.907000000 AM,,142980,117785,117786,,,,143747,231293
